2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72261,3.74759,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.34979,4.80654,4.82801,4.41454,4.86938,4.88923,5.34358,5.36205,4.94688,5.39705,4.98073,5.42932,5.01176,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.55262,5.55871,5.56393,5.9997,5.57204,5.57453,5.57613,6.00783,5.57667,5.5756,6.0044,5.57046,5.56665,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.0205,5.43845,4.55513,4.53881,4.52178,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,3.90511,3.88227,3.42216,3.39839,3.37426,0,0,0,0,3.24954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08388,0,3.25971,4.15934,4.18418,4.20879,4.23314,4.2572,4.28093,4.73934,4.32726,4.34979,4.80654,4.82801,4.84897,4.86938,4.88923,4.91037,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.03982,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.98375,5.55871,5.56393,5.56866,5.57204,5.57453,5.57613,5.57684,6.00765,5.5756,5.5734,5.57046,5.56665,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.00579,4.98876,4.97253,4.52178,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,3.92751,3.90511,3.88227,3.42216,3.39839,3.81137,3.34981,3.32507,3.30009,3.27491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69745,3.72512,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.34979,4.37187,4.39346,4.41454,4.86938,4.88923,4.91037,5.36205,4.94688,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.55262,5.9898,5.56393,5.56866,5.57204,5.57453,5.57613,5.57684,6.00765,5.5756,5.5734,5.57046,5.56665,5.99302,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.00579,4.98876,4.97253,4.9556,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.44555,3.85901,3.39839,3.37426,3.78706,3.32507,3.30009,0,0,3.22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57282,0,3.1831,3.64674,4.10916,3.69745,3.72512,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.34979,4.80654,4.82801,4.41454,4.86938,4.88923,4.91037,4.92895,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.55262,5.55871,5.56393,5.56866,5.57204,6.00553,5.57613,5.57684,5.57667,5.5756,5.5734,5.57046,5.56665,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.03445,5.45307,5.43845,5.42151,4.97253,4.9556,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,3.42216,3.39839,3.37426,3.34981,3.32507,3.30009,3.27491,0,3.22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67468,3.69745,3.72261,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.34979,4.80654,4.82801,5.28252,4.86938,4.88923,4.91037,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.96047,5.53786,5.54567,5.55262,5.55871,5.56393,5.56866,6.00305,6.00553,6.00712,5.57684,5.57667,6.00659,5.5734,6.00149,5.56665,5.99302,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.43845,5.42151,4.97253,4.9556,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,3.42216,3.39839,3.37426,3.34981,3.32507,3.30009,2.83636,3.24954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05854,0,4.10916,3.69745,3.72762,4.18418,4.20879,3.79682,4.2572,4.28093,4.73934,4.32726,4.34979,4.37187,4.82801,4.84897,4.86938,4.88923,5.34358,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.55262,5.55871,5.56393,5.9997,5.57204,6.00553,6.00712,5.57684,5.57667,5.5756,5.5734,5.57046,5.56665,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.0205,5.43845,5.42151,4.97253,4.9556,4.938,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,2.98443,3.39839,3.37426,3.78706,3.32507,3.30009,0,3.24446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10916,4.13432,4.15934,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.78459,4.80654,4.39346,4.84897,5.30282,4.88923,5.34358,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.98375,5.9898,5.56393,5.56866,5.57204,5.57453,5.57613,5.57684,6.00765,5.5756,5.5734,5.57046,5.99769,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.00579,4.98876,5.40538,4.9556,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,3.42216,3.83537,3.37426,3.34981,3.32507,3.30009,0,0,3.22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13432,4.15934,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.34979,4.80654,4.82801,4.84897,4.86938,5.32255,5.34358,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.96047,5.53786,5.54567,5.55262,5.55871,5.56393,5.56866,5.57204,6.00553,5.57613,5.57684,6.00765,6.00659,5.5734,5.57046,5.99769,5.56195,5.55638,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.43845,5.42151,4.97253,4.9556,4.50408,4.48572,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,3.85901,3.83537,3.81137,3.34981,3.32507,3.30009,0,2.8083,0,2.75951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62381,0,4.10916,4.13432,4.15934,4.18418,4.20879,4.23314,4.2572,4.28093,4.30429,4.32726,4.78459,4.80654,4.82801,5.28252,5.30282,5.32255,5.34358,5.36205,5.37988,5.39705,5.41353,5.42932,5.44438,5.45871,5.47228,5.48508,5.4971,5.50939,5.51971,5.5292,5.53786,5.54567,5.55262,5.55871,5.56393,5.9997,5.57204,5.57453,5.57613,6.00783,6.00765,5.5756,6.0044,6.00149,5.56665,5.99302,5.98749,5.54994,5.54265,5.53363,5.52456,5.51465,5.50392,5.49239,5.48006,5.46695,5.45307,5.43845,4.98876,4.97253,4.9556,4.50408,4.91974,4.46672,4.44712,4.42692,4.40617,4.38489,4.3631,4.34083,3.88227,3.85901,3.39839,3.37426,3.34981,3.32507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
